# BH Parameters: L=4,N=4,U=10.00000000000000,v=1.00000000000000,MC_steps=1000 
# rows: MC_step, cols: r=[0,1,2,...,L-1]
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
2.5000000000000000 0.7500000000000000 0.0000000000000000 0.7500000000000000
2.5000000000000000 0.7500000000000000 0.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
2.0000000000000000 1.0000000000000000 0.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
2.0000000000000000 1.0000000000000000 0.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
2.0000000000000000 0.0000000000000000 2.0000000000000000 0.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
1.5000000000000000 1.0000000000000000 0.5000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 1.0000000000000000 1.0000000000000000
1.5000000000000000 0.7500000000000000 1.0000000000000000 0.7500000000000000
